label,text
1,wack dick started messing white hoe stuck around let young goon practice em
1,hardly text back hoe love phone
2,hate chunky pasta sauce keep pesky vegetable way
2,hate hashtag activism lie think trash
1,hate think know head type bitch foh
1,hate hacked k as hoe
1,hate used talk herhim nigga bitch like foh hater never talked u jus know em
1,hate bitch love bitch say love nigga confused as bitch gon gay bitch straight bitch
1,hate dont get shit done as nigguh
1,hate extra as bitch extra as nigga youre much stop unnecessary
1,hate nosey bitch like mind yah business
1,hate ol fat disgusting walmart working as bitch
1,hate stuck bitch likeeee stfu aint shit special
1,hate trash bad bitch
1,hate wishy washy bitch
0,hate industry fag hope get nigerian summer flu
1,hate baldheadass bitch
2,hate profiled im country im hick im eric dean vestal im make happy anything else
1,hate bitch made nigga think soon get pussy theyre bad as youre junior bang freshman bitchnigga
1,hate bitch ugly andor fat bitch worst
1,hate bitch fish compliment
1,hate bitch attitude time
1,hate bitch wear fake as ray ban theyre stop cheap
1,hate bitch think everyone want nasty as like youre cute
1,hate bitch bad eyebrow
1,hate bitch thick eyebrow
1,hate bitch thirsty as bitch
1,hate drinking everyones fucking boring fuck guy ill fun pussy
0,hate dumb bitch
0,hate fat bitch
1,hate female push ass walk know look like retarded flamingo right
1,hate ghetto bitch passion
1,hate going party really fat bitch go act like theyre shit theyre party like damn nessie im
1,hate hoe
1,hate hoe looking nice nshit hair nail done kid look like barely survived tornado
1,hate girl bitch e v e r h n g
2,hate dog name sound ghetto
1,hate people talk loud ignorant as mother fucker ghetto people
1,hate pretty bitch chill lame nigga
1,hate pulling store nigga staring like never seen bitch drive car rim system
1,hate pumpkin flavored item white bitch crazy theyre nasty
1,hate ratchet country hoe im ashamed
1,hate selfrightous black bitch
1,hate selfrightous bitch general people really get fucking nerve sometimes
1,hate stupid bitch cry stupid reason
1,hate takin trash always expecting big as dog alley like raccoon jump dumpster
1,hate texting boring bitch
2,hate wake early morning drink fact cold yellow gatorade fridge get happy
1,hate hoe aint bout shit
1,hate hoe oml
0,hate mom say trying move like bitch reason trying dont place live
1,hate one random tear come havent blinked like nigga stop bitch
2,hate wee boy wae squinty eye game throne suchaprick hopehegetskilled
1,hate assigned seat sit annoying bitch whole class
1,hate fing bus hate fing bus high ho dairy hate fing bus
0,hate ghetto trash special school across street building grow criminal
0,hate white trash cop raped murdered infant daughter son
1,hate hoe look thick front pas u as missing
1,hate cookie built bitch
1,hate kid class always complaining bitchdouche teacher
1,hate tht hoe make hard talk dont get topic dont get poppin dont ill end stoppin wont
1,hate twitter bunch sexy bitch cant
1,hate txtn niggah man lol
1,hate see thick bitch instagram show looking like teddy graham
1,hate upload pic caption say son someone asks omg son bitch found outside
1,hate bitch cant take compliment youre pretty im im ugly well shit ugly damn
1,hate bitch got fucked teeth trynna smile picture tf lmfao
1,hate girl im single single shit lil thottie cuff problem like bitch ill rko as
1,hate bitch thinking smh
1,hate bitch like love much
1,hate bitch get lame
1,hate bitch keep saying yassss like like bitch u sound stupid stfu
1,hate bitch wanna talk bf break theyre break bf nigga fuck inbox
1,hate bitch post picture cute bitch dont tag em thats low key selfish fuck
1,hate bitch say bro bruh
1,hate bitch think expect something return buying cheap as gift food life let live
1,hate bitch try talk shit chipped nail
0,hate black people try white bad nigger
1,hate cute as girl wack af boyfriend like bitch youre settlling quit settling real nigga
2,hate female try sound like bird head
1,hate girl say im single heart taken bitch nigga dont love hoe move
1,hate girl say im single heart taken bitch nigga dont love move
1,hate girl say forever alone like shut forever hoe forever alone shut get dick breath
1,hate hoe try play wifey roll
1,hate hoe tweet hoe okay aint hypocritical
1,hate see cold hoe tryna kick knowledge
1,hate best friend get new bitch barely chill
1,hate nigga come tell got bitch twitter got bitch fuc wit lol smh
1,hate people ask shoot dont need pussy shit bigger unswole nigga
1,hate people call mate england fucking twat
1,hate people terrible coping skill complain much oh mom died stop pussy
1,hate people randomly stop talking like give reason bitch
1,hate people organize plan end reaching destination thembitch dont ask im
0,hate people tell many tattoo make look ugly like bitch fuck
1,hate people tweef delete tweet like yalls hoe im trying read
1,hate ppl break fight like idc best friend sister whatever let bitch fight ctfuu
1,hate ppl come house make mess bathroom like bitch come house play sink noooo
1,hate little white kid try act black like bitch white
0,hate white trash try act like theyre equal make much clearer white trash
1,hate yal id delete twitter somethin better bitch as nigga
2,hate yellow jacket cant feel arm back lol
0,hate niccas lol
1,hoe
1,bitch face bitch voice match kinda hard making friend
2,feeling tonight trash
1,extra as unnecessary clothes cay wanna act like lit hoe
1,better thing like drive yellow fucking lamborghini
1,finally come term fact highest bitch level dont eat needasnickersandapiece
1,work done day get everybody else scramblin sunday day rest bitch
2,never actually seen yellow duck
2,clothes make look like redneck tried best
1,hoe man dont need though
1,respect people cheat shit retarded
1,officially earned right bitch thing next two year yay
1,one day fucking school god nansemond fucking retarded
2,really light colored eyebrow naturally ok
1,horrible perspective time think might retarded smh
1,bitch runnin wen dat pipe come damn
2,dress tomorrow mock interview still dont know tie tie
1,hide bitch sister get eats
1,stop using bitch often everyday conversation
1,tell secret stupid hoe
1,yet understand many bytches getting bull piercing called septic something like
1,havent called ugly whole life tho rt guy refer woman bitch ugly lmao u disgust
2,hear bird summer breeze drive fast alone midnight
2,hear thing day day bird
1,heard bitch commit sin chipotle
1,heard rumor vile hideous traitorous bitch named pelosi parading around w illegal alien vet get shaft bloodboiling
1,heard pop pussy low
1,heard pussy nigga hatin
1,hit raw im listening papoose
1,honestly dont understand men love bash woman make feel good sucked dick soooo goood ho
2,hope charlie brought lube test
1,hope trip fall pussy tunechi
1,hope making moneyylol rt aye whr da hoe
2,hope yankee get soriano shoulda never gave away alex rodriguez
2,hope trash talk abt poor product doesnt hurt chance getting hired legal correspondent jk cnn
1,hope accidentally get fat black bitch pregnant
0,hope get eye cancer bitch
1,hope realize retarded
1,hope wrapping give pussy break nigga fuckin never date
2,hope dis dont come severe shock use im colored
2,ignore bird
1,impress da young white girl next doe taking giant negro thang usin flip da hamburger da koolqueeftribute
1,jus wanna live good stay fresh fuck bad bitch
1,jus wanna smoke rub bitch booty n bump day
1,jus wanna watch last episode orange new black netflix jus want bitch
1,chillin tho dont fuck w hoe hoe nigga dont know operate maybe im wrong
1,fucking bitch nigga cuffin hoe
1,bitch slapped brother
1,bought bentley bitch came wit
1,cant date ghetto as girl bruh
1,cant imagine albino haha
1,caught fat bitch slippin taking selfie
1,cracked motherfuckin phone god damn feel like punching bitch motherfuckin throat
1,dodged bullet crazy bitch
1,dont get none people talk back mei guess follow hope follow back shit talk cracker
1,fell love saw baddest bitch driving e amg coupe
1,fucked albino weird like white body impersonating black voice like iggy azalea
1,getting started oh ya got bitch
1,got hype haha let go beat shit dat pussy as niqqa
1,heard mom go v annoyed bitch fuck expect slept long im hungry bye felecia
1,herd random creepiest sound da fuck going outside window im looking bitch
1,love tweaking hoe tweaking hoe song thats part wee getting money ball sme sme
2,might buy arod jersey newyork yankee mlb
1,might get rich might go broke bitch
2,need yankee win pennant
1,need know pussy like one time fine drizzy lol
2,put pan brownie
1,read prolly tweet different girl looong relationship ended today daaaamn yo hoe get slayed
2,saw man actual conversation bird haha
1,seen hit bitch call hit bitch ugly shit funny ctfu
1,seen ugliest bitch commercial history monday night football
1,seen main bitch might fuck
1,touched pussy
2,wanna cuddle boyfriend fuzzy blanket drink hot tea hair played go bed
1,wanna fuck bad bitch
1,wanna get lifted fuck exotic bitch
1,wanna slap couple yall bitch
0,wanna slit mf throat
1,wanna touch da bitch fuck da bitch like bud dont trust bitch
1,wanna travel world bitch
1,want girl thatll hoe thats
2,want oreo milk honestly stop store pick way back lol
1,want bad hoe wanna reach child
1,want beat fuck everyone stare like bitch stahp
0,want punch throat get order wrong stupid bitch sonic
2,want vanilla oreo
2,whipped homemade pickled egg home cripple made garlic
1,wish girlfriend come home long night fuckin wit bitch club
1,wish female would look mirror b hop social network talk hoe
1,wrote dawg as essay working bibliography laptop froze im kill bitch get lost cause hadnt saved
2,keep running tree bird fly avoid erm targeted lack digestive system
1,keep seeing hoe call hoeshoes confused
1,keep baddest hoe stay fresh head toe
1,keep hoe check bounce
1,knew new orleans nig would say something crazy lol
1,kno upside cunt
1,know talk lot shit bitch best believe back shit
2,know im hillbilly anything better big pot bean cornbread little hot sauce top
1,know dont move next year mom gonna bitch whole time live
1,know og niggaz bitch
1,know outback see outback hoe
1,know lot using as hoe want bread wheel nigga go grind bitch
1,know bitch mad shit friend borrow clothes bunch girl ig comment sayin cute outfit
1,know bitch sell pussy
1,know feel shit believe born heart la dont get anymore ghetto
1,know im niggah saw
2,know right get one guy man one job josh outman yankee
0,know righttt rt hate fat loud bitch
1,know shit everybody dont care enough speak suggest bitch watch forreal
1,know ratchet bitch rep north side
1,know karma real hope cool still stupid as bitch aint fuckin w
1,know karma real hope doin cool still stupid as bitch aint fuckin
1,know hoe
1,know niglets heard screaming
1,know one hoe twitter right thats catfishin shit
1,know wood kofi big e forming rtruth like aint bitch frohorsemen
1,know bitch discus group message word asshole cute douche bag abused excessively
1,know yall bitch tell yall self wwhd would hustlelinaa cuz yall ass stay following
1,know bitch hating low tho way niggaz world afford
1,know seeeeen faceeeee gon send bitch maa wayyyy
0,know yall white folk playin wit colored know place
1,knw bitch nigga frm way back u ah pussy u ah pussy
1,lv fuckin wit nigga getting emotional remind bitch blake
1,laugh bitch
1,learned every bad bitch come wit mood swing like mortal kombat liu kang true mane
2,learnt bird child best time learn
1,let em go rt u got two hoe u need let one go
1,let hoe make much
1,lied fair isnt place reno girl dress like cowgirl slut nitc hash tag bitch
0,like chinese buffet hate chink
2,like river talk lot trash tell love game
1,like cool bad bitch know sexy attitude like ehh whatever
1,like hoe like hoe amusement
1,like kid beyond scared straight acting like hard as gangster end leaving balling eye like bitch lol
1,like bad bitch cause like bad bitch
1,like bad bitch cause like bad bitch hay stunna
1,like bad bitch thats fucking problem
1,like beamers benzes porch like bitch imported
1,like teased dont give pussy fast
1,like bitch like bitch
1,like bitch
1,like chilling bitch like fucking
1,like good weed like bad bitch roll
1,like herbal tea bitch matter anyone else
1,like cay mf as favorited tweet didnt text bacc hate hoe
0,like nigga try come im like bitch dont shit pussy
1,like call mcsully like bad bitch pour honey silky body even
1,like folk act like word negro equivalent porch monkey spear chucker real
1,like bitch bad wit lil attitude
1,like bitch simple laid back relaxed mental
1,like seat low window slightly cracked riding wit bad hoe wit girlfriend back
1,like saying word pussy hoe ion
0,like taking nigga hoe stop
2,like yankee toinight
1,like butt fuck fine lady choke hold bitch well maybe
2,like mock apple im legitimately interested see wearable look like
1,like weed brownie cooky im straight seein crooked got muh trippy kit hope trip fal pussy tunchei
2,liked video sock fairy short film
1,liked video conor mcgregor trash talking chad mendes rest ball forehead
1,literally looked bc kid pussy
2,live twobite brownie
1,live fast lane bitch
1,look better bitch outfit floor myboy
1,look like denzel tilt head side bitch
2,look like dusty bird today
1,looked retarded
1,lose ovo follower every year bitch unfollowed hold going home rant hoe athem hoe anthem
1,lost respect brother cause acting like straight bitch
1,lost think youre good paper bitch fell bed fell bed slept floor
1,lost partner bitch money never lost mind
1,lost something important last year excuse little selfish bitch
2,love butter atcq id love qtips hook looped three half minute instead phifes trash verse
1,love asian bitch
1,love german wish nansemonds bitch as
2,love liv get ghetto
1,love bitch rack
1,love bitch im ridin bitch matter
0,love people there one fag go school catch ninja star face asap
1,love bad bitch
1,love bad bitch fucking hobby yeah theyre four like fucking doggy
1,love bad bitch thats fuckin problem
1,love bad bitch thats fuckin problem forreal real shit cant even help
1,love faggot absolutely love especially one dress tea
1,love fat bitch
1,love fat bitch thats fucking problem
1,love flirting money dont bitch get time eye
2,love floating monkey head much next person active surplus website redonkulus
0,love fuckin wit people givin greedy as nigas old cracker wit expired cheese dey callin like nigga im shittin likea goose
1,love going looking gun wife talk spanish redneck stare u reconsider
1,love everybody bitch heat fan win lose hater x obnoxious
1,love bitch talkin single life best life bitchin complaining need boyfriend wtf
1,love hoe like omg warped tour yayyyyy gaaaaaaaaaaaay
1,love brother actually try understand girl see point view argue instead bitch
1,love people use twitter bitch complain fuckyou
2,love marry still queer messy funny fabulous dramatic community weve always love u
2,love jigg jigg
1,love living minnesota weather bad enough people bitch dont anything serious stay safe east coast
2,love chunky baby
1,love fresh pussy eat buffet
1,love money fuc bitch wont stress
1,love hater biggest fan im field dem bitch stand
2,love acoustic dome hallway favorite place sing public lie
1,love stupid holiday commercial thought going get car nope bitch got ugly as sweater
1,love bitch he dear heart
1,love ho
1,love eat pussy love investment
1,love feed pussy
2,love watching bird migrate wish understood peaceful sight
2,love wearing fuzzy sock work
1,love girl pas guy want something real treat right guy us em cuz bitch
1,love friend let use phone stalk bitch blocked facebook
1,love mom go grocery store get home carry suck monkey nut
1,love people bitch athlete payed much like theyd turn million fuck ever
1,love pussy smacking sound like u mixing spaghetti
1,love nigguh grown as man
1,loved much long could niggah
2,luh lick middle like oreo
2,luv watching gas monkey havin classic
1,made ya bitch sicc wit one
1,made bitch
1,make bitch fly like peter pan
1,masturbated lingerie catalog spite dare throw trash get look
2,may may least fob related tattoo already planned
1,mean like get nasty tooting as bitch face aint freaky zone
1,mean bitch whilin gone get knocked tf
1,mean cunt cunt happens
2,mean ppl confuse use nicca used word two shouldve used
1,mean get married long sign prenuptial agreement bitch
1,mean guess start using since faggot facebook blocked saying mean thing lady gaga
2,meanif blow foul yellow situation
1,meant bitch nigga
1,might freak bitch dont need bitch
1,miss britt god damn bitch real nigga baby
2,miss twinkie susie q tragic loss society next pixie turtle
1,miss jihadist bitch crosshairs ahhh good ol day
1,miss cant bitch one fucked whatever
1,miss fag friend
1,miss flip phone bitch never died
2,miss monkey
1,miss wee cheeky cunt sad time missabby
0,missing something ofay friend day scared da recent happening dont chu worryol lamar say like da colored folk
1,moved niggah anyways
1,must bitch
1,must pissed nigga aha um hoe acting outta line
1,name nigga nba playersmy nigga larry bird strait fuckinshooter
1,named dick truth cuz bitch cant handle lmao
1,named penis truth bitch cant handle
1,need belgian waffle couple bad bitch
2,need spanish woman dont ghetto name cook u till casket curvy
1,need bad bitch thats gon treat good
1,need bitch
1,need bitch
1,need bitch drop lol
1,need bitch go like need beat
1,need bitch top till get sleepy
2,need cowboy killer cold one probably tired tho get
1,need girl jamaica cant fuck basic black bitch
2,need heated bra nip hurt bad
1,need new bitch
1,need trippy bitch aint wit cute shit
2,need like fuzzy blanket sleep
1,need bitch
1,need real loyal as bitch
1,need one research street sign near usaa hang bitch bed lol
2,need sleep cant seem get place let clam sleep
1,need good pussy fuck
1,need new hoe
1,need sum hoe ah sum cuz wake hella email goodmoring goodnight text shit even single text
1,need change first im retarded fuck
0,need chat dat nicca lol
1,need jump shop fritag beer hate looking like odd need get fag tae going look like junkie
2,need pick two wig agony cute multicolored bob red stevie nick curly one
1,need hoe
1,need stop little bitch lol
0,never friend entire time lived virginia one cool hope white trash southerner die
1,never played bitch bitch definitely played self
1,never put hoe b bros
1,never seen asian chinese bitch pregnant shit throught kid spawn like call duty
1,never thought could irritate like please stop fucking bitch surprised boyfriend put stupidspecs
2,nicknamed lux coach k without would never heard duke lol charlie
1,tried everything bitch said wanted man shit didnt get anywhere
1,bring lat name hoe know kid need know
1,fuck bad bitch im stiff
1,like woman who pussy smell like burnt cheese
1,respect bitch respect theyself truu
1,wanna see bad bitch snap chat
1,ont care cuz got hoe dat rite got plenty em
1,ont like dramatic bitch separate n shit
1,ont like game wit retarded as bird
2,openly admit level white trash drive across town gas station free hot dog half price drink
1,ordered chocolate chip cooky bitch gave fry smh couldnt even take shit back gon late work
1,phone cool basic im girly bitch dry n plain
1,picked welbeck team kind cunt yes
2,pictured angus running side fob sharana every day afghanistan
1,plan eating entire motherfucking pizza ordered like mufucka bitch
0,prefer jameis winston speak tv damn coon
1,pull hoe tx
1,pull gimme yo bitch
1,put pussy map
1,put ona bitch make bang set gave hoe dick came left
1,rarely drink drunk bitch irritate
2,rather watch oak cliff redskin oak cliff comet play hell
1,realized tacal bitch
1,really always bitch know
1,really baggin bitch problem basketball short b dont know smile cologne maybe swag idk
1,really cant stand people slander shit trash
1,really committed fucking richest bitch
1,really dont pressed bitch social medium talk yes want
1,really dont like nigguh paul tho
0,really get upset lightskin friend another cute dark skin sidekicklike im supposed cute darkie u hang wit
1,really hate fat bitch cause im bony love smoking hella swishers im feeling lonely try mevoice
1,really hate bitch people point longer give fuck
1,really hate dont get response back text message like bitch aint see sum
1,really hope cameron dont get back together much better dont call hoe
1,really hoe shyt u know im hoe mr
1,really wanna brake fucking head ill look like bitch hit
0,really want kill towel head terrorist already high school please
1,really think ppl defending cassidy throw hotel crib bitch comin
1,really wanna talk life fuck right pussy dude smokin blunt die
2,really want girl make brownie
2,really want sport star get pet monkey name achilles
1,really wish owned rocket launcher use every retard driving front today roadrage
1,refuse rt damn bitch always talking shit draya
1,refuse raise child bitch as country
1,remember friend jelly rt bitch couldnt tell shit bruh
2,remember laying hospital bed shot ranting coconut shrimp trash
1,remember duddy arguing gon say shut bitch thats raped childish
2,remember va tech band called u planet ape ready flip
1,remember bitch lmaoo
1,remember milz drunk as fell asleep playing gear smh fag
1,remember bitch wouldnt let nigga fuck like month day
1,remember watch cootie stay away hoe herpes
1,remember lil bitch caught slippin n get ina car min later im lookin nigga holdin gun face
2,rescued baby bird
1,respect nigga tell got bitch fall fuck back hating
1,ride around notint bitch see jetlife
1,roll blunt better bitch havana cause im king round
2,said middle school day ghetto way people impress go
1,salute hoe kno place bitch miss
1,saw many basic bitch picking school schedule kinda wanted throw tbh
1,say kmichelle manly doesnt act like ladyshes foul mouth violentill beat bitch
1,say fuck nigga bitch im need
1,say smash panomera buy new one hoe
1,say big fat line meth finalecome pussy p goodbyebreakingbad
1,see real nicca look mirror
1,see bitch aint nun trotin thotin
1,see hoe
1,see thru fake bitch nigga
2,see u jigga hillary wankin
2,see ya big boi oreo v
1,see fuck bitch fuck bitch also
1,see tweet bitch lmfao rt von kick curb call n curse as
1,seen scooby hoe nigga garden
2,sho miss uncle tom
1,shoot pussy bust pussy im cuming sooooooooooon
1,shot stripper hoe keep stealing taco
1,jail crime hoe kill beat
1,nigga bitch texting right
1,gt scurl ondeez hoe
1,probs shave spic stash soon kinda getting hand
2,start wearing beany
1,shouldve fought havent popped talking u need two hit bitch please
1,shouldve thrown whole roll penny made month bitch
2,show like jefferson dat george make wanna open dry cleaning stow call da white folk honkey
1,show love everybody joe time hate stuck people thats hoe shit
1,slam duunkk hoe cuz cant lay
1,slept good thenna bitch tho
1,smell smell smell pussy
1,smoke fat pound grass fall as faster fat bitch sat fast
1,smoke lot weed keep bitch mind
1,snorted shit girl presence dude lmao coke head bitch
1,sound retarded learning quickly
1,spend money weed clothes n food hoe
1,spent whole th lookin hoe missed firework realized didnt hoe allbad
1,spy couple thirsty hoe insta
1,stalk bfs insta follow girl flirt scare bitch
1,start garfield monday yeahhhhhh lil bitch
1,stay away bitch insecure wildning public say im immature
1,still cant get retard going ape shit iphone make sense whats ever
2,still cant understand dont dump trash ocean pretty big itd surely cheaper launching space
1,still hate bitch dmv californiadmv miserable hoe
1,still see plenty basic bitch iphone
0,still think snap chat faggot high schoolers
1,stopped snapping woman calling bitch
1,support niggaz bitch dope shit west side city la
1,swear care everything else bitch
1,swear got shit make bitch go insane
1,swear hate im somewhere woman catch rubberband clearly say kappa alpha psi ask kappa yes bitch lol
1,swear heard bitch creak
1,swear needa go n go back old bitch think game apparently let real
1,swear worry nothing keep bitch radar im gay
1,swear newnan utility gettin nicca bout start reading damn meter
1,swear nicca sleep im tired fuk
1,swear aint nothing worse bad bitch lost
1,swear bitch looney like pic im fucking bitch
1,swear bitch wouldnt nothing worry dont know shut fuck
1,swear dis hoe doinv grown n sexy challenge look like lightskinned gremlin
1,swear female think know bitch dont know intention think
1,swear girl good pussy think thats answer everything
1,swear ion see broke niccas still gettin pussy smh
1,swear nobody actually care valentine day unless single jaded want bitch
1,swear nobody complain hoe early wake go work nobody wake get ready
1,swear ta god nigga des hoe want yrn
1,swear hoe b trying
2,swear people cleaning office switch side trash v recycling can purpose mess
0,swear anon fag go protest take picture post twitter look therelike
1,swear hoe aint got nothing
1,swear hoe following ever since went break
1,swear god middle club making wit bitch like im tryna film romantic comedy somethin
1,swear god hit lick im lil b im bitch im dope rob bitch
1,swear god hoe look like take exact picture everytime change godamn ratchet
1,swear yall broad new bitch every monthi cant even get one girlfriend maybe something wrong
1,swear new bitch rap wrap
1,take bitch home give long dick
1,take full pride as momma blessed ridiculous level yellow as got back year
1,take notre dame still trash
1,take shot wit chaser get bitch dont chase em
1,talk bitch like really care
2,talked bird fell love
1,tell bitch dont love shit fuck somethin
1,tell bitch got ike turner syndrome
1,tell th bitch get th bitch th bitch bring
1,tell baddest hoe beat unless gone strip
1,tell truuuooooth bitch ugly yeah aunt momma gone lie er bro tell truth
1,tell bitch followback rts saying followback doesnt followback blocked like fuck
1,tell u tho ifwhen u nigger woman start getting cornrows againmannn dont
1,text ex new bitch pussy wetter
1,thincc im pretty average bitch ya know
1,think broke rib fell ditch turning pussy think
1,think figured white trash american come rural part europe
2,think found normal roommate praise jesus current one get throat slit sleep
1,think gotta accept fact bitch gonna hoe til around age life lot easier
1,think killed chipmunk son bitch fast need check tire
1,think read worst interview ever lee castro one dope bitch neither one two belong medium
2,think ill salad bar lunch today gotta make birthday brownie somehow lasthurrahthendietstarts
2,think ill eat brownie pas
1,think im bitch tonight
2,think im gonna walk around house free bird
1,think im guy period today emotional bitch heh heh heh
1,think lot bitch dont smile selfies breath stink dont want steam front camera
2,think fact dinosaur evolved bird every time eat chicken dinosaur delicious
1,think ai havent looked cloud whole minute cu hoe moving fast asf rn
1,think dem hoe lahhh regular
1,think yall losing yall nigga cuz season changed yall seasonal hoe
0,think dat called nigger move away da dark side mean
1,think every bitch wit tongue piercing suck dick im real
1,think funny hoe talk bout faithful
1,think bitch tryna set uuuuhhuuhhhhhp
0,think nigga retarded g
1,think woman forever find way guy thirsty tho feel like thier pussy value dont
1,think fat bitch never see ya body tl got nothing neck avis
1,think fuckin wit wrong niggah
1,think youre bad mood munching hairy pussy
1,think youve made clear hoe aint loyal
1,thought love bitch core
1,thought legal beat yo hoe
1,thought bros hoe guess
2,thought albino tho
1,thought bitch trynna line
1,titty wrecked ya bitch
1,tld hoe wrong dnt make rite wanna sing
2,told said bri dont get tweef anyone youre trash go tweefs like freshman
1,told mom eats cereal ugly gon say rude little bitch thought let bitch know
1,told bitch idgaf benz bitch
1,told chick tell truth realest bitch ever met show proof
1,told little bitch as nigga look like im eat gun charge ill slap hoe as lawyer
1,told yall going shit u pussy boy
2,took rebel v yankee test question accent word usage scored total rebel v yankee southern pa
2,traveled back time middleearth crept enemy slit hobbit throat reflex vomited trembling hand
1,treat bitch respect
1,tried calling sorry as cousin th bday hoe aint answer like always big time day lol
1,try get back anime swear every show revolves around either teenage girl boy pussy talk
1,try pas get carpool passing he looking like im playing game waved hi idgaf dont fuck w bitch
1,turn cassey nasty hoe rihanna classy hoe
1,turn bitch gay think bitch fuck like
1,turned bet award second got witness random bitch getting drunk dwade dancing rkelly
2,uploaded video goproud make money twinkie crisis free market spirit
2,uploaded video update uganda antigay bill freemasonry angloamerican influence
1,use wanna fuck bitch mo
2,used chug vodka orange juice also used chug vodka gatorade used chug vodka
2,used get grs lot tho maybe thats sol cracked much
2,used picture coming wadi fob sharana barrel brandy
1,used think bitch bad moe
1,wake every morning wishing bitch would
1,wan mixtape pussy cinnamon roll
1,wanna apologize bitch day way emotion set
1,wanna around bitch fun
1,wanna someone bitch as boyfriend right head playin game ya boi
1,wanna buy bitch every bag
1,wanna cut hair im busy bitch
1,wanna eat fuck u talking bout bitch
1,wanna experience late early pussy
1,wanna get hoe arm diamond coming cloud riprick
2,wanna go trash talk concert
1,wanna see as clapping leg shaking wan see bitch get head fa dese beat
2,wanna try pot brownie
2,want oreo help
2,want cowboy killer
2,want four loco right chug go straight sleep
1,want girl whose pussy smell like tuna
2,want slope job get away everything two week hate around people unless friend
1,want hoe back
1,want coon as girl lol
1,want bitch answer ex calling dick mouth
1,want one ae yous start something tbh yous aw pussy shame
2,want cooky brownie ice cream
1,want fire cracker baby as fire work az fire cracker
2,want monkey bread
2,want monkey bread
1,want independent soon dont like depending people make feel like bitch
1,want beat bitch as soooo bad
2,want go pumpkin patch love bird make date rest u uncomfortable
1,want paint faggot wont paint
1,want square hoe
1,want yo bitch go get smashed er wont let
1,huge tomboy like barbies ninja turtle needed bitch truth
1,made nicca young nicca
2,accused never taking full front face shot one slant angle nothing
1,red light decatur lake mead bitch knew happy see melike bitch finna get passenger seat
1,bf grandma house today goin old album grandpa naked pic side ho
1,damn near flossing bitch tampon string awful anything stopped eating pussy
1,eating mom gon say damn calm tf bitch calm
1,feelin week agoooo silly hoesilly hoe
2,flying slope rammed small asian boy kid got like champ walked
1,getting business chasing bitch
1,given number mean joe greene high school never tough son bitch respect
1,gonna put wanna eat pussy like saiyan mention theyre savage enough
1,grown time turned wit grandma nigguh
1,gunna eat pussy im diet
2,love charlie
1,grade bitch said something went momma like im adopted
1,club good lookin bitch gold teeth tho confused smh
2,informed bird pheonix today could find physical image ofall paintingsmythological extinct
1,kidding guy dont hoe dont let lie yall
1,literally trappin drake dropped take bitch nigga thats line taste hennessey
1,lookin like dem niccas told dat shit
1,playing music kitchen mom keep asking tony give bitch heart rather purse
1,smoking blunt outside nasty country bitch jumped lake naked lake nasty fuck
1,pussy back lol like crazy
2,told never fold never sell sole
1,trying fuck something today bitch want lie talking bout brother phone lmfao feel played
1,bitch mustash year half wtf wrong itch
1,working hard bitch today deserve reward
1,wasnt born last night know hoe aint right
1,wasnt born last night know hoe aint right
1,wasnt born lastnight know thesis hoe aint right
0,wasnt calling faggot one lol
1,watched one bitch holding camera said yall need hurry upmy battery die nooooo
1,well fuck yu bitch
1,went smart car bitch smart lip
2,went outside got mad bc weather trash
2,went see leave movie theater table real food fun ordered brownie dessert p
2,wept thurmanmunson died weep year later captain yankee
1,beat bitch as tf
1,eat hoe alive
1,literally never get home shit retarded
1,leave nigga bitch idgt
1,wish didnt block long ago calling pussy could call pussy get blocked second time
1,wish could go dat bitch rt
1,wish could mute rice krispies instead bitch snap crackling poppingaint shit
1,wish could punch year old thirsty bitch
1,wish reason buy suit wedding clearly bitch dont know
1,wish never met bitch bro god
1,wish smoked could hit smoker loser hoe
1,wish would argue nigga bitch imma laugh ya as
1,wish tinder would quit showing broad retarded l gesture theyre smart enough procreate bbn
1,wish young thug made past hookah kept garbage as tyga bitch
1,wish bitch could
1,wish bitch would
1,wish nigguh would try clown shit wohs
1,wish alot female would tweet sucking dick im tired twitter nigga tweeting eating pussy need balance
1,wish bitch would straight wit friend tell em look ugly really say cute smh
1,wish everyone knew wasnt faggot try hard sketchball
0,wish faggot like would stop making music rack city fucking awful get fuck outta michigan
1,wish hoe didnt bore mei wouldnt problem would shop hoe r u every day
1,wish bitch as mother would give grand forchild support fuckin bitch
1,wish brother would stop bringing dirty bitch house
1,wish people could straight dont fake bitch im fake bitch anyone actually
1,wish ppl would learn tf stay business im grown as man go please mind damn business bitch
1,wish twitter stalk bitch button
1,wish ya nighas stressed ya kid like ya stress lame bitch
1,wish wish wish wish wish wish bitch would cept already gonna handle
1,witnessed ace hoe soo many nigga garden growing im talking strong armed hoein
1,wnna go ihop bitch
1,woke already pregnant fuck dat bitch
1,woke bed full bitch aint eeeen fuckin
1,woke bed full bitch aint even fuckin
1,wont nothin bitch cant even get hard
1,wont say many bitch fucked might say many touched
1,wont trust bitch
2,wonder many yankee fan hurt derek jeter star break lmao
1,wonder philly fan arent aware complete cunt aware ok
0,wonder latino strategy working goper double wetback backpedals shoot sight
1,wonder bitch dead yet
1,wonder there ever day sister life shes ever complete utter bitch save special
